tau,t_phys,p_inlet,p_outlet,q_outlet,w_center,w_monitor,volume,power,w_max_abs
2.575000000000e+00,1.365599971167e-04,5.000000000000e+03,5.040270350208e+03,-2.942637743139e-07,2.924894616726e-05,2.924894616726e-05,2.902788658106e-10,-1.471318871569e-03,2.924894616726e-05
2.600000000000e+00,1.378858223314e-04,5.000000000000e+03,5.020110416276e+03,-1.469509692808e-07,2.906920385384e-05,2.906920385384e-05,2.900840345102e-10,-7.347548464042e-04,2.906920385384e-05
2.625000000000e+00,1.392116475461e-04,5.000000000000e+03,5.000823486589e+03,-6.017386747291e-09,2.893319129480e-05,2.893319129480e-05,2.900760565071e-10,-3.008693373646e-05,2.893319129480e-05
2.650000000000e+00,1.405374727608e-04,5.000000000000e+03,4.982375126199e+03,1.287885965683e-07,2.884299971790e-05,2.884299971790e-05,2.902468076758e-10,6.439429828414e-04,2.884299971790e-05
2.675000000000e+00,1.418632979756e-04,5.000000000000e+03,4.964729659719e+03,2.577276680983e-07,2.880025331565e-05,2.880025331565e-05,2.905885095167e-10,1.288638340491e-03,2.880025331565e-05
2.700000000000e+00,1.431891231903e-04,5.000000000000e+03,4.947851443791e+03,3.810602812191e-07,2.880604301912e-05,2.880604301912e-05,2.910937288459e-10,1.905301406095e-03,2.880604301912e-05
2.725000000000e+00,1.445149484050e-04,5.000000000000e+03,4.931705948252e+03,4.990387549860e-07,2.886087124262e-05,2.886087124262e-05,2.917553670104e-10,2.495193774930e-03,2.886087124262e-05
2.750000000000e+00,1.458407736197e-04,5.000000000000e+03,4.916260661584e+03,6.119006577695e-07,2.896461016694e-05,2.896461016694e-05,2.925666403314e-10,3.059503288848e-03,2.896461016694e-05
2.775000000000e+00,1.471665988345e-04,5.000000000000e+03,4.901485837514e+03,7.198633517406e-07,2.911647571149e-05,2.911647571149e-05,2.935210533142e-10,3.599316758703e-03,2.911647571149e-05
2.800000000000e+00,1.484924240492e-04,5.000000000000e+03,4.887355099559e+03,8.231195753134e-07,2.931501879701e-05,2.931501879701e-05,2.946123660019e-10,4.115597876567e-03,2.931501879701e-05
2.825000000000e+00,1.498182492639e-04,5.000000000000e+03,4.873845919401e+03,9.218339475640e-07,2.955813484760e-05,2.955813484760e-05,2.958345566934e-10,4.609169737820e-03,2.955813484760e-05
2.850000000000e+00,1.511440744786e-04,5.000000000000e+03,4.860939983387e+03,1.016140290147e-06,2.984309175456e-05,2.984309175456e-05,2.971817811118e-10,5.080701450737e-03,2.984309175456e-05
2.875000000000e+00,1.524698996933e-04,5.000000000000e+03,4.848623459490e+03,1.106139676533e-06,3.016657576538e-05,3.016657576538e-05,2.986483289859e-10,5.530698382666e-03,3.016657576538e-05
2.900000000000e+00,1.537957249081e-04,5.000000000000e+03,4.836887174944e+03,1.191899134026e-06,3.052475401011e-05,3.052475401011e-05,3.002285789112e-10,5.959495670131e-03,3.052475401011e-05
2.925000000000e+00,1.551215501228e-04,5.000000000000e+03,4.825726712566e+03,1.273450939896e-06,3.091335167788e-05,3.091335167788e-05,3.019169522771e-10,6.367254699479e-03,3.091335167788e-05
2.950000000000e+00,1.564473753375e-04,5.000000000000e+03,4.815142431723e+03,1.350792468169e-06,3.132774124711e-05,3.132774124711e-05,3.037078669912e-10,6.753962340846e-03,3.132774124711e-05
2.975000000000e+00,1.577732005522e-04,5.000000000000e+03,4.805139417974e+03,1.423886557618e-06,3.176304068952e-05,3.176304068952e-05,3.055956916922e-10,7.119432788090e-03,3.176304068952e-05
3.000000000000e+00,1.590990257670e-04,5.000000000000e+03,4.795727363741e+03,1.492662383712e-06,3.221421723469e-05,3.221421723469e-05,3.075747011176e-10,7.463311918558e-03,3.221421723469e-05
3.025000000000e+00,1.604248509817e-04,5.000000000000e+03,4.786920380977e+03,1.557016827494e-06,3.267619311713e-05,3.267619311713e-05,3.096390332873e-10,7.785084137472e-03,3.267619311713e-05
3.050000000000e+00,1.617506761964e-04,5.000000000000e+03,4.778736745719e+03,1.616816342178e-06,3.314394973516e-05,3.314394973516e-05,3.117826491613e-10,8.084081710890e-03,3.314394973516e-05
