tau,t_phys,p_inlet,p_outlet,q_outlet,w_center,w_monitor,volume,power,w_max_abs
8.725000000000e+00,4.627129999389e-04,0.000000000000e+00,6.215640998998e+00,-4.541897377826e-08,-2.272559029472e-08,-2.272559029472e-08,-3.484448136064e-10,-0.000000000000e+00,2.272559029472e-08
8.750000000000e+00,4.640388251537e-04,0.000000000000e+00,6.085125388105e+00,-4.446526922716e-08,-3.774291353582e-08,-3.774291353582e-08,-3.485037667815e-10,-0.000000000000e+00,3.774291353582e-08
8.775000000000e+00,4.653646503684e-04,0.000000000000e+00,5.957358543989e+00,-4.353165048315e-08,-5.196824567947e-08,-5.196824567947e-08,-3.485614821413e-10,-0.000000000000e+00,5.196824567947e-08
8.800000000000e+00,4.666904755831e-04,0.000000000000e+00,5.830518245391e+00,-4.260480219881e-08,-6.527540828006e-08,-6.527540828006e-08,-3.486179686624e-10,-0.000000000000e+00,6.527540828006e-08
8.825000000000e+00,4.680163007978e-04,0.000000000000e+00,5.702535423256e+00,-4.166960525877e-08,-7.755344324533e-08,-7.755344324533e-08,-3.486732152757e-10,-0.000000000000e+00,7.755344324533e-08
8.850000000000e+00,4.693421260126e-04,0.000000000000e+00,5.571165741877e+00,-4.070965983806e-08,-8.870812963920e-08,-8.870812963920e-08,-3.487271891692e-10,-0.000000000000e+00,8.870812963920e-08
8.875000000000e+00,4.706679512273e-04,0.000000000000e+00,5.434062554084e+00,-3.970781850065e-08,-9.866316593922e-08,-9.866316593922e-08,-3.487798347962e-10,-0.000000000000e+00,9.866316593922e-08
8.900000000000e+00,4.719937764420e-04,0.000000000000e+00,5.288849730977e+00,-3.864671838145e-08,-1.073610016227e-07,-1.073610016227e-07,-3.488310735899e-10,-0.000000000000e+00,1.073610016227e-07
8.925000000000e+00,4.733196016567e-04,0.000000000000e+00,5.133192919748e+00,-3.750930188188e-08,-1.147633093712e-07,-1.147633093712e-07,-3.488808043681e-10,-0.000000000000e+00,1.147633093712e-07
8.950000000000e+00,4.746454268715e-04,0.000000000000e+00,4.964867860103e+00,-3.627931587215e-08,-1.208510966371e-07,-1.208510966371e-07,-3.489289043999e-10,-0.000000000000e+00,1.208510966371e-07
8.975000000000e+00,4.759712520862e-04,0.000000000000e+00,4.781824488607e+00,-3.494178011493e-08,-1.256244626442e-07,-1.256244626442e-07,-3.489752310930e-10,-0.000000000000e+00,1.256244626442e-07
9.000000000000e+00,4.772970773009e-04,0.000000000000e+00,4.582245678380e+00,-3.348341648842e-08,-1.291020139332e-07,-1.291020139332e-07,-3.490196242509e-10,-0.000000000000e+00,1.291020139332e-07
9.025000000000e+00,4.786229025156e-04,0.000000000000e+00,4.364599596281e+00,-3.189303157118e-08,-1.313199581636e-07,-1.313199581636e-07,-3.490619088363e-10,-0.000000000000e+00,1.313199581636e-07
9.050000000000e+00,4.799487277304e-04,0.000000000000e+00,4.127684808371e+00,-3.016184623703e-08,-1.323309019103e-07,-1.323309019103e-07,-3.491018981725e-10,-0.000000000000e+00,1.323309019103e-07
9.075000000000e+00,4.812745529451e-04,0.000000000000e+00,3.870667423981e+00,-2.828376707447e-08,-1.322023835260e-07,-1.322023835260e-07,-3.491393975041e-10,-0.000000000000e+00,1.322023835260e-07
9.100000000000e+00,4.826003781598e-04,0.000000000000e+00,3.593109736366e+00,-2.625559566982e-08,-1.310151766757e-07,-1.310151766757e-07,-3.491742078349e-10,-0.000000000000e+00,1.310151766757e-07
9.125000000000e+00,4.839262033745e-04,0.000000000000e+00,3.294989990516e+00,-2.407717305472e-08,-1.288614038143e-07,-1.288614038143e-07,-3.492061299580e-10,-0.000000000000e+00,1.288614038143e-07
9.150000000000e+00,4.852520285893e-04,0.000000000000e+00,2.976713083508e+00,-2.175145789583e-08,-1.258425016149e-07,-1.258425016149e-07,-3.492349685893e-10,-0.000000000000e+00,1.258425016149e-07
9.175000000000e+00,4.865778538040e-04,0.000000000000e+00,2.639112176609e+00,-1.928453827475e-08,-1.220670821248e-07,-1.220670821248e-07,-3.492605365164e-10,-0.000000000000e+00,1.220670821248e-07
