N,prob,se,qin_m3_s
136,0.6764705882352942,0.04011547041756727,3.0888878136353403e-06
137,0.6788321167883211,0.039892105763250175,4.833411245259132e-06
138,0.6811594202898551,0.0396708618327418,5.539251646753283e-06
139,0.6834532374100719,0.03945171985051816,5.312187679601297e-06
140,0.6857142857142857,0.039234660704319725,5.30668130746161e-06
141,0.6879432624113475,0.03901966499252565,5.322765184251235e-06
142,0.6901408450704225,0.03880671306779403,5.65951977878892e-06
143,0.6853146853146853,0.03883427829477919,2.135663036291998e-05
144,0.6875,0.03862603378695657,3.125722604635346e-06
145,0.6827586206896552,0.038649556054337064,1.4879288980826821e-05
146,0.678082191780822,0.038666711902969594,1.6547716455253573e-05
147,0.673469387755102,0.03867784012076268,1.559141064459461e-05
148,0.6756756756756757,0.03847937820618239,3.14536580829974e-06
149,0.6711409395973155,0.038487405661968344,1.908465029312204e-05
150,0.6666666666666666,0.03849001794597505,1.6903757910169707e-05
151,0.6688741721854304,0.03829836802228136,5.24020265528425e-06
152,0.6710526315789473,0.038108311466508206,5.163105525773454e-06
153,0.6666666666666666,0.038110796698335295,1.8972471015825146e-05
154,0.6688311688311688,0.03792474061679668,5.193712805549766e-06
155,0.6709677419354839,0.03774020113947817,4.9620292832651684e-06
156,0.6666666666666666,0.03774256780481986,1.6674846476034526e-05
157,0.6687898089171974,0.03756183864415151,3.193255283382659e-06
158,0.6708860759493671,0.037382554403261825,5.577339763197629e-06
159,0.6666666666666666,0.03738481027280295,1.8157463737503282e-05
160,0.6625,0.03738262882008166,1.9651116487218307e-05
161,0.6645962732919255,0.037209167608959134,1.2267449784818063e-05
162,0.6666666666666666,0.03703703703703704,5.13819111842079e-06
163,0.6687116564417178,0.03686622949505629,5.504332322003541e-06
164,0.6646341463414634,0.03686623793034343,1.7812693267906093e-05
165,0.6666666666666666,0.03669879217087869,5.181266627974721e-06
166,0.6686746987951807,0.03653261012201894,5.655861085230462e-06
167,0.6646706586826348,0.03653261803721241,1.7541263445673215e-05
